image,ground_truth,scut_head_pred,mdnn_pred,predicted,error,absolute_error,squared_error,percentage_error,counting_accuracy,density
IMG_36.jpg,32,30.0,41.35,35.68,3.68,3.68,13.54,11.5,88.5,dense
IMG_366.jpg,45,42.0,32.17,37.08,-7.92,7.92,62.73,17.6,82.4,dense
IMG_37.jpg,42,39.0,32.88,35.94,-6.06,6.06,36.72,14.43,85.57,dense
IMG_373.jpg,23,22.0,23.11,22.56,-0.44,0.44,0.19,1.91,98.09,sparse
IMG_376.jpg,50,47.0,44.79,45.89,-4.11,4.11,16.89,8.22,91.78,dense
IMG_383.jpg,51,52.0,45.86,48.93,-2.07,2.07,4.28,4.06,95.94,dense
IMG_385.jpg,56,42.0,58.49,50.25,-5.75,5.75,33.06,10.27,89.73,dense
IMG_389.jpg,54,44.0,40.32,42.16,-11.84,11.84,140.19,21.93,78.07,dense
IMG_39.jpg,48,46.0,47.24,46.62,-1.38,1.38,1.9,2.88,97.12,dense
IMG_390.jpg,45,45.0,45.96,45.48,0.48,0.48,0.23,1.07,98.93,dense
IMG_395.jpg,60,50.0,44.14,47.07,-12.93,12.93,167.18,21.55,78.45,dense
IMG_396.jpg,28,30.0,29.78,29.89,1.89,1.89,3.57,6.75,93.25,sparse
IMG_41.jpg,31,28.0,25.51,26.75,-4.25,4.25,18.06,13.71,86.29,sparse
IMG_42.jpg,43,36.0,39.97,37.99,-5.01,5.01,25.1,11.65,88.35,dense
IMG_44.jpg,28,23.0,18.19,20.6,-7.4,7.4,54.76,26.43,73.57,sparse
IMG_45.jpg,30,25.0,54.37,25.0,-5.0,5.0,25.0,16.67,83.33,sparse
IMG_49.jpg,35,34.0,39.27,36.64,1.64,1.64,2.69,4.69,95.31,dense
IMG_52.jpg,23,26.0,37.43,31.72,8.72,8.72,76.04,37.91,62.09,dense
IMG_53.jpg,48,34.0,39.61,36.8,-11.2,11.2,125.44,23.33,76.67,dense
IMG_54.jpg,60,46.0,38.75,42.38,-17.62,17.62,310.46,29.37,70.63,dense
IMG_57.jpg,39,28.0,35.46,31.73,-7.27,7.27,52.85,18.64,81.36,dense
IMG_59.jpg,25,23.0,19.32,21.16,-3.84,3.84,14.75,15.36,84.64,sparse
IMG_6.jpg,36,21.0,26.46,23.73,-12.27,12.27,150.55,34.08,65.92,sparse
IMG_60.jpg,40,24.0,56.12,24.0,-16.0,16.0,256.0,40.0,60.0,sparse
IMG_61.jpg,28,28.0,20.66,24.33,-3.67,3.67,13.47,13.11,86.89,sparse
IMG_63.jpg,60,53.0,58.82,55.91,-4.09,4.09,16.73,6.82,93.18,dense
IMG_64.jpg,50,43.0,38.83,40.92,-9.08,9.08,82.45,18.16,81.84,dense
IMG_68.jpg,59,52.0,51.97,51.99,-7.01,7.01,49.14,11.88,88.12,dense
IMG_69.jpg,53,57.0,41.77,49.39,-3.61,3.61,13.03,6.81,93.19,dense
IMG_7.jpg,47,37.0,43.79,40.39,-6.61,6.61,43.69,14.06,85.94,dense
IMG_70.jpg,48,39.0,44.98,41.99,-6.01,6.01,36.12,12.52,87.48,dense
IMG_71.jpg,35,33.0,25.75,29.38,-5.62,5.62,31.58,16.06,83.94,sparse
IMG_72.jpg,54,47.0,42.2,44.6,-9.4,9.4,88.36,17.41,82.59,dense
IMG_73.jpg,41,40.0,35.29,37.64,-3.36,3.36,11.29,8.2,91.8,dense
IMG_74.jpg,46,39.0,60.01,39.0,-7.0,7.0,49.0,15.22,84.78,dense
IMG_76.jpg,32,31.0,30.98,30.99,-1.01,1.01,1.02,3.16,96.84,dense
IMG_78.jpg,42,38.0,51.23,44.61,2.61,2.61,6.81,6.21,93.79,dense
IMG_79.jpg,60,54.0,42.84,48.42,-11.58,11.58,134.1,19.3,80.7,dense
IMG_82.jpg,30,30.0,33.52,31.76,1.76,1.76,3.1,5.87,94.13,dense
IMG_83.jpg,54,41.0,48.3,44.65,-9.35,9.35,87.42,17.31,82.69,dense
IMG_84.jpg,34,32.0,32.63,32.31,-1.69,1.69,2.86,4.97,95.03,dense
IMG_85.jpg,47,45.0,59.98,52.49,5.49,5.49,30.14,11.68,88.32,dense
IMG_86.jpg,22,19.0,17.02,18.01,-3.99,3.99,15.92,18.14,81.86,sparse
IMG_87.jpg,38,35.0,38.1,36.55,-1.45,1.45,2.1,3.82,96.18,dense
IMG_88.jpg,14,14.0,16.84,15.42,1.42,1.42,2.02,10.14,89.86,sparse
IMG_89.jpg,23,25.0,38.17,25.0,2.0,2.0,4.0,8.7,91.3,sparse
IMG_9.jpg,36,35.0,29.57,32.28,-3.72,3.72,13.84,10.33,89.67,dense
IMG_91.jpg,36,28.0,37.23,32.61,-3.39,3.39,11.49,9.42,90.58,dense
IMG_92.jpg,36,36.0,36.95,36.48,0.48,0.48,0.23,1.33,98.67,dense
IMG_93.jpg,20,21.0,14.68,17.84,-2.16,2.16,4.67,10.8,89.2,sparse
IMG_94.jpg,27,30.0,30.42,30.21,3.21,3.21,10.3,11.89,88.11,dense
IMG_95.jpg,48,50.0,53.5,51.75,3.75,3.75,14.06,7.81,92.19,dense
