image,ground_truth,scut_head_pred,mdnn_pred,predicted,error,absolute_error,squared_error,percentage_error,counting_accuracy,density
IMG_36.jpg,32,30.0,53.22,30.0,-2.0,2.0,4.0,6.25,93.75,dense
IMG_366.jpg,45,42.0,40.1,41.05,-3.95,3.95,15.6,8.78,91.22,dense
IMG_37.jpg,42,39.0,45.02,42.01,0.01,0.01,0.0,0.02,99.98,dense
IMG_373.jpg,23,22.0,19.8,20.9,-2.1,2.1,4.41,9.13,90.87,sparse
IMG_376.jpg,50,47.0,68.42,57.71,7.71,7.71,59.44,15.42,84.58,dense
IMG_383.jpg,51,52.0,48.65,50.32,-0.68,0.68,0.46,1.33,98.67,dense
IMG_385.jpg,56,42.0,53.12,47.56,-8.44,8.44,71.23,15.07,84.93,dense
IMG_389.jpg,54,44.0,47.63,45.82,-8.18,8.18,66.91,15.15,84.85,dense
IMG_39.jpg,48,46.0,48.85,47.43,-0.57,0.57,0.32,1.19,98.81,dense
IMG_390.jpg,45,45.0,38.95,41.98,-3.02,3.02,9.12,6.71,93.29,dense
IMG_395.jpg,60,50.0,64.97,57.49,-2.51,2.51,6.3,4.18,95.82,dense
IMG_396.jpg,28,30.0,32.55,31.28,3.28,3.28,10.76,11.71,88.29,dense
IMG_41.jpg,31,28.0,23.9,25.95,-5.05,5.05,25.5,16.29,83.71,sparse
IMG_42.jpg,43,36.0,51.37,43.69,0.69,0.69,0.48,1.6,98.4,dense
IMG_44.jpg,28,23.0,22.29,22.65,-5.35,5.35,28.62,19.11,80.89,sparse
IMG_45.jpg,30,25.0,27.27,26.14,-3.86,3.86,14.9,12.87,87.13,sparse
IMG_49.jpg,35,34.0,45.26,39.63,4.63,4.63,21.44,13.23,86.77,dense
IMG_52.jpg,23,26.0,36.29,31.14,8.14,8.14,66.26,35.39,64.61,dense
IMG_53.jpg,48,34.0,51.72,34.0,-14.0,14.0,196.0,29.17,70.83,dense
IMG_54.jpg,60,46.0,45.31,45.65,-14.35,14.35,205.92,23.92,76.08,dense
IMG_57.jpg,39,28.0,43.39,28.0,-11.0,11.0,121.0,28.21,71.79,sparse
IMG_59.jpg,25,23.0,27.66,25.33,0.33,0.33,0.11,1.32,98.68,sparse
IMG_6.jpg,36,21.0,23.93,22.47,-13.53,13.53,183.06,37.58,62.42,sparse
IMG_60.jpg,40,24.0,28.04,26.02,-13.98,13.98,195.44,34.95,65.05,sparse
IMG_61.jpg,28,28.0,34.94,31.47,3.47,3.47,12.04,12.39,87.61,dense
IMG_63.jpg,60,53.0,76.15,64.58,4.58,4.58,20.98,7.63,92.37,dense
IMG_64.jpg,50,43.0,40.08,41.54,-8.46,8.46,71.57,16.92,83.08,dense
IMG_68.jpg,59,52.0,110.04,52.0,-7.0,7.0,49.0,11.86,88.14,dense
IMG_69.jpg,53,57.0,44.58,50.79,-2.21,2.21,4.88,4.17,95.83,dense
IMG_7.jpg,47,37.0,59.56,37.0,-10.0,10.0,100.0,21.28,78.72,dense
IMG_70.jpg,48,39.0,38.52,38.76,-9.24,9.24,85.38,19.25,80.75,dense
IMG_71.jpg,35,33.0,37.95,35.48,0.48,0.48,0.23,1.37,98.63,dense
IMG_72.jpg,54,47.0,48.56,47.78,-6.22,6.22,38.69,11.52,88.48,dense
IMG_73.jpg,41,40.0,43.85,41.93,0.93,0.93,0.86,2.27,97.73,dense
IMG_74.jpg,46,39.0,49.43,44.21,-1.79,1.79,3.2,3.89,96.11,dense
IMG_76.jpg,32,31.0,32.75,31.88,-0.12,0.12,0.01,0.38,99.62,dense
IMG_78.jpg,42,38.0,50.92,44.46,2.46,2.46,6.05,5.86,94.14,dense
IMG_79.jpg,60,54.0,46.16,50.08,-9.92,9.92,98.41,16.53,83.47,dense
IMG_82.jpg,30,30.0,32.72,31.36,1.36,1.36,1.85,4.53,95.47,dense
IMG_83.jpg,54,41.0,66.63,41.0,-13.0,13.0,169.0,24.07,75.93,dense
IMG_84.jpg,34,32.0,34.75,33.37,-0.63,0.63,0.4,1.85,98.15,dense
IMG_85.jpg,47,45.0,36.03,40.52,-6.48,6.48,41.99,13.79,86.21,dense
IMG_86.jpg,22,19.0,22.76,20.88,-1.12,1.12,1.25,5.09,94.91,sparse
IMG_87.jpg,38,35.0,50.34,42.67,4.67,4.67,21.81,12.29,87.71,dense
IMG_88.jpg,14,14.0,23.63,14.0,0.0,0.0,0.0,0.0,100.0,sparse
IMG_89.jpg,23,25.0,32.99,28.99,5.99,5.99,35.88,26.04,73.96,sparse
IMG_9.jpg,36,35.0,61.36,35.0,-1.0,1.0,1.0,2.78,97.22,dense
IMG_91.jpg,36,28.0,44.12,28.0,-8.0,8.0,64.0,22.22,77.78,sparse
IMG_92.jpg,36,36.0,36.04,36.02,0.02,0.02,0.0,0.06,99.94,dense
IMG_93.jpg,20,21.0,15.59,18.3,-1.7,1.7,2.89,8.5,91.5,sparse
IMG_94.jpg,27,30.0,37.47,33.74,6.74,6.74,45.43,24.96,75.04,dense
IMG_95.jpg,48,50.0,56.13,53.07,5.07,5.07,25.7,10.56,89.44,dense
